id,nom,type,cuisine,origine,temps_preparation,temps_cuisson,nb_personnes,nombre_etapes,instructions,methodes_cuisson,ustensiles,image_path,calories,valeur_nutritionnelle,empreinte_carbone
4899,Un riz parfumé et épicé,['Dîner'],['Monde'],Fusion/Monde,15.0,30.0,6,4,"Dans une casserole, portez 625 ml de bouillon à ébullition. Incorporez les oignons verts et les petits pois. Assaisonnez de sel, d'une pincée de garam masala, d'une pincée de curcuma et de poivre de Cayenne selon votre goût. Ajoutez le riz basmati. Baissez le feu, couvrez et laissez mijoter 20 minutes. Faites fondre le beurre dans un wok à feu moyen-vif. Faites revenir les champignons et l'ail dans le beurre fondu jusqu'à ce qu'ils soient légèrement dorés. Incorporez le poivron vert et le poivron rouge. Assaisonnez d'une cuillère à café de garam masala, d'une pincée de curcuma et de poivre de Cayenne selon votre goût. Ajoutez les lentilles et 175 ml de bouillon. Baissez le feu. Laissez cuire 20 minutes, en remuant de temps en temps, jusqu'à ce que les lentilles soient tendres. Dans une poêle à feu moyen, faites griller les amandes en remuant fréquemment jusqu'à ce qu'elles soient légèrement dorées. Retirez du feu et réservez. Augmentez le feu du wok à moyen. Incorporez le riz aux légumes et… Faites cuire les lentilles en remuant jusqu'à ce que tout le liquide soit évaporé. Garnissez d'amandes grillées et de brins de coriandre avant de servir.","['réduire', 'mijoter', 'bouillir']","['wok', 'pot', 'poêle']",https://www.allrecipes.com/recipe/84721/a-fragrant-spicy-rice/,331 kcal,"""{""""Carbohydrates"""": """"49 g"""", """"Cholesterol"""": """"8 mg"""", """"Fiber"""": """"9 g"""", """"Protein"""": """"13 g"""", """"Saturated Fat"""": """"2 g"""", """"Sodium"""": """"504 mg"""", """"Sugar"""": """"5 g"""", """"Fat"""": """"10 g"""", """"Unsaturated Fat"""": """"0 g""""}""",64.26
4900,Kugel aux nouilles et abricots,['Accompagnement'],['Monde'],Fusion/Monde,25.0,45.0,12,5,"Préchauffez le four à 175 °C (thermostat 6). Graissez légèrement un moule carré de 23 cm de côté. Portez à ébullition une grande casserole d'eau légèrement salée. Ajoutez les nouilles aux œufs et faites-les cuire de 8 à 10 minutes, ou jusqu'à ce qu'elles soient al dente. Égouttez-les. Dans un saladier moyen, mélangez soigneusement les nouilles aux œufs avec 60 g de beurre, le fromage frais, les œufs, 120 g de sucre et la vanille. Incorporez le nectar d'abricot et le lait. Ajoutez les raisins secs. Versez le mélange dans le moule préparé. Dans un autre saladier moyen, mélangez les miettes de cornflakes, 120 g de beurre, 60 g de sucre, le reste de la vanille et la cannelle. Répartissez ce mélange sur les nouilles aux œufs. Faites cuire au four préchauffé pendant 45 minutes, jusqu'à ce que le dessus soit gratiné et légèrement doré.","['cuire', 'bouillir']","['casserole', 'four', 'poêle']",https://www.allrecipes.com/recipe/39936/apricot-noodle-kugel/,352 kcal,"""{""""Carbohydrates"""": """"46 g"""", """"Cholesterol"""": """"102 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"7 g"""", """"Saturated Fat"""": """"10 g"""", """"Sodium"""": """"219 mg"""", """"Sugar"""": """"22 g"""", """"Fat"""": """"17 g"""", """"Unsaturated Fat"""": """"0 g""""}""",27.34
4901,Poisson gefilte,"['Amuse-bouche', 'En-cas']",['Monde'],Fusion/Monde,25.0,135.0,10,8,"Rassemblez tous les ingrédients. Hachez ensemble le saumon, le vivaneau rouge, la morue charbonnière, la morue-lingue, 2 oignons et demi et 4 carottes. Placez le mélange dans un grand saladier en bois. À l'aide d'un hachoir manuel, ajoutez les œufs un à un, en mélangeant bien après chaque ajout. Ajoutez 1 cuillère à soupe et demie de sucre, 4 cuillères à café de sel et du poivre blanc, et continuez de hacher jusqu'à obtenir un mélange homogène. Incorporez l'eau glacée petit à petit tout au long de la préparation. Ajoutez la farine de matza et hachez à nouveau jusqu'à ce que le mélange soit suffisamment épais pour former une boulette. Si nécessaire, ajoutez davantage de farine de matza. Réservez. Remplissez à moitié d'eau deux grandes marmites à fond épais. Émincez 1 oignon cru et 1 carotte dans chaque marmite. Ajoutez les peaux de poisson, si vous le souhaitez. Répartissez équitablement 4 cuillères à soupe de sucre, le paprika et le poivre noir dans les deux marmites. Salez. Portez à ébullition à feu moyen et laissez bouillir 10 minutes. Avec les mains humides, façonnez le mélange de poisson en boulettes ovales et plongez-les délicatement dans l'eau bouillante. Couvrir légèrement les casseroles et laisser mijoter à feu doux pendant 2 heures. Retirer du feu et laisser reposer les boulettes dans la casserole pendant 10 minutes. Retirer délicatement les boulettes et les déposer dans des récipients. Filtrer le bouillon restant par-dessus, en les recouvrant à peine. Réserver au réfrigérateur avant de servir. Se conserve au réfrigérateur jusqu'à 6 jours.",['bouillir'],"['marmite', 'pot']",https://www.allrecipes.com/recipe/17121/gefilte-fish/,513 kcal,"""{""""Carbohydrates"""": """"32 g"""", """"Cholesterol"""": """"248 mg"""", """"Fiber"""": """"3 g"""", """"Protein"""": """"62 g"""", """"Saturated Fat"""": """"4 g"""", """"Sodium"""": """"1446 mg"""", """"Sugar"""": """"16 g"""", """"Fat"""": """"14 g"""", """"Unsaturated Fat"""": """"0 g""""}""",43.46
4902,Gâteau au café juif,['Dessert'],['Monde'],Fusion/Monde,0.0,0.0,12,4,"Préchauffez le four à 175 °C (thermostat 6). Beurrez et farinez un moule carré de 23 cm. Mélangez la farine, le bicarbonate de soude et la levure chimique, puis réservez. Dans un saladier moyen, crémez le sucre, le beurre et les œufs jusqu'à obtenir une consistance lisse. Ajoutez le mélange de farine et battez jusqu'à ce que le tout soit bien lisse. Incorporez ensuite la crème fraîche et la vanille. Dans un autre saladier, mélangez les noix, le sucre glace et la cannelle. Versez la moitié de la pâte dans le moule carré. Parsemez d'une couche du mélange aux noix, puis étalez le reste de la pâte et terminez par le reste du mélange aux noix. Badigeonnez de beurre fondu. Faites cuire au four préchauffé pendant 1 heure, jusqu'à ce que le gâteau soit ferme au toucher.",['cuire'],"['four', 'poêle']",https://www.allrecipes.com/recipe/15029/jewish-coffee-cake/,364 kcal,"""{""""Carbohydrates"""": """"40 g"""", """"Cholesterol"""": """"65 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"5 g"""", """"Saturated Fat"""": """"10 g"""", """"Sodium"""": """"236 mg"""", """"Sugar"""": """"22 g"""", """"Fat"""": """"21 g"""", """"Unsaturated Fat"""": """"0 g""""}""",20.71
4903,Pain d'Ézéchiel II,['Collation'],['Monde'],Fusion/Monde,45.0,80.0,48,5,"Mettez les lentilles dans une petite casserole, couvrez d'eau et faites cuire jusqu'à ce qu'elles soient tendres. Égouttez-les et laissez-les refroidir. Dans un petit bol, diluez la levure dans 125 ml d'eau tiède. Laissez reposer jusqu'à ce que le mélange soit crémeux, environ 10 minutes. Placez les lentilles refroidies dans un saladier et écrasez-les. Incorporez l'huile d'olive, le miel, le sel et les 1 litre d'eau tiède restants. Dans un grand saladier, mélangez la farine de blé complet, la farine d'orge, la farine de soja, la farine de millet et la farine de seigle. Incorporez le mélange de levure au mélange de lentilles. Ajoutez 500 ml du mélange de farines. Incorporez le reste du mélange de farines, 250 ml à la fois, en battant bien après chaque ajout. Lorsque la pâte est homogène, déposez-la sur un plan de travail légèrement fariné et pétrissez-la jusqu'à ce qu'elle soit lisse, environ 8 minutes. Huilez légèrement un grand saladier, déposez-y la pâte et retournez-la pour bien l'enrober d'huile. Couvrez d'un linge humide et laissez lever dans un endroit chaud jusqu'à ce qu'elle double de volume, environ 1 heure. Dégazez la pâte et retournez-la. Déposez la pâte sur un plan de travail légèrement fariné. Pétrissez-la brièvement, divisez-la en quatre portions égales et façonnez-les en pains. Placez les pains dans quatre moules à cake de 23 x 13 cm légèrement graissés. Couvrez-les d'un linge humide et laissez-les lever jusqu'à ce qu'ils doublent de volume, environ 40 minutes. Pendant ce temps, préchauffez le four à 190 °C (thermostat 6). Enfournez pendant environ 1 heure, ou jusqu'à ce que le dessous du pain sonne creux lorsqu'on le tapote.",['cuire'],"['casserole', 'four']",https://www.allrecipes.com/recipe/17907/ezekiel-bread-ii/,162 kcal,"""{""""Carbohydrates"""": """"29 g"""", """"Cholesterol"""": """""""", """"Fiber"""": """"6 g"""", """"Protein"""": """"7 g"""", """"Saturated Fat"""": """"0 g"""", """"Sodium"""": """"149 mg"""", """"Sugar"""": """"1 g"""", """"Fat"""": """"3 g"""", """"Unsaturated Fat"""": """"0 g""""}""",45.51
4904,Sauté de légumes d'Owen,['Dîner'],['Monde'],Fusion/Monde,20.0,10.0,4,3,"Dans un petit bol, fouettez l'eau et la fécule de maïs. Incorporez l'huile d'olive et la sauce soja. Réservez. Faites chauffer l'huile végétale dans une poêle ou un wok à feu moyen-vif. Faites revenir le poivron, la courgette et la carotte dans l'huile chaude pendant environ 5 minutes. Ajoutez les germes de soja, le maïs, les oignons verts et l'ail. Versez le mélange de sauce soja. Laissez cuire en remuant jusqu'à ce que les légumes soient tendres mais encore croquants, environ 5 minutes.",['sauté'],"['wok', 'fouet', 'poêle']",https://www.allrecipes.com/recipe/16474/owens-veggie-stir-fry/,214 kcal,"""{""""Carbohydrates"""": """"13 g"""", """"Cholesterol"""": """""""", """"Fiber"""": """"3 g"""", """"Protein"""": """"3 g"""", """"Saturated Fat"""": """"2 g"""", """"Sodium"""": """"250 mg"""", """"Sugar"""": """"5 g"""", """"Fat"""": """"18 g"""", """"Unsaturated Fat"""": """"0 g""""}""",33.63
4905,Pâtes Jalapeño Popper,['Dîner'],['Fusion'],Fusion/Monde,15.0,60.0,6,6,"Préchauffez le four à 175 °C (350 °F). Graissez un plat de 20 x 20 cm avec un aérosol de cuisson. Coupez 1 piment jalapeño en fines lamelles dans le sens de la longueur et le jalapeño restant en rondelles. Réservez. Placez le bacon dans une grande poêle et faites-le cuire à feu moyen-vif, en le retournant de temps en temps, jusqu'à ce qu'il soit uniformément doré, environ 10 minutes. Égouttez les tranches de bacon sur du papier absorbant. Émiettez-les et réservez. Faites chauffer la graisse de bacon dans la même poêle à feu moyen-vif. Faites revenir l'oignon et 125 ml (1/2 tasse) de jalapeño haché dans la graisse chaude jusqu'à ce que l'oignon soit tendre et translucide, 5 à 6 minutes. Ajoutez la farine et faites cuire 2 minutes. Incorporez le lait et le bouillon de poulet jusqu'à ce que le mélange soit homogène. Incorporez le fromage Neufchâtel jusqu'à ce qu'il soit complètement fondu. Salez et poivrez. Retirez du feu et incorporez 125 ml (1/2 tasse) de fromage Pepper Jack et 125 ml (1/2 tasse) de fromage Cheddar jusqu'à ce qu'ils soient fondus. Ajoutez les pâtes cuites, le poulet et 125 ml (1/2 tasse) de fromage cheddar. Versez la moitié du mélange de pâtes dans le plat préparé et parsemez de lamelles de jalapeño. Recouvrez du reste du mélange de pâtes et parsemez du reste de fromage Pepper Jack et Cheddar. Couvrez le plat de papier aluminium. Faites cuire au four préchauffé pendant 30 minutes. Retirez le papier aluminium et ajoutez les tranches de jalapeño et le reste du bacon sur le dessus. Poursuivez la cuisson à découvert pendant 10 minutes.","['cuire au four', 'sauter']","['plat à four', 'poêle', 'four']",https://www.allrecipes.com/recipe/278459/jalapeno-popper-pasta/,616 kcal,"""{""""Carbohydrates"""": """"38 g"""", """"Cholesterol"""": """"123 mg"""", """"Fiber"""": """"3 g"""", """"Protein"""": """"37 g"""", """"Saturated Fat"""": """"17 g"""", """"Sodium"""": """"1302 mg"""", """"Sugar"""": """"5 g"""", """"Fat"""": """"34 g"""", """"Unsaturated Fat"""": """"0 g""""}""",75.93
4906,Yakitori de bœuf,['Dîner'],['Monde'],Fusion/Monde,15.0,15.0,4,4,"Dans un bol en verre ou en plastique, fouettez ensemble la sauce soja, l'huile, le jus de citron, les graines de sésame, le sucre, les oignons verts, l'ail et le gingembre. Enfilez la viande sur des brochettes. (Si vous utilisez des brochettes en bois, faites-les tremper 30 minutes au préalable.) Placez les brochettes dans un récipient en plastique ou en verre suffisamment grand pour les contenir, et versez la marinade sur la viande en la retournant pour bien l'enrober. Couvrez et laissez mariner au réfrigérateur pendant au moins 4 heures. Préchauffez le gril à feu vif et placez la grille à 12 cm des braises. Badigeonnez la grille d'huile et placez les brochettes dessus. Faites griller pendant 10 à 15 minutes, en retournant les brochettes de temps en temps pour une cuisson uniforme.",['gril'],"['fouet', 'grill']",https://www.allrecipes.com/recipe/31026/beef-yakitori/,367 kcal,"""{""""Carbohydrates"""": """"11 g"""", """"Cholesterol"""": """"76 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"24 g"""", """"Saturated Fat"""": """"8 g"""", """"Sodium"""": """"1866 mg"""", """"Sugar"""": """"7 g"""", """"Fat"""": """"25 g"""", """"Unsaturated Fat"""": """"0 g""""}""",9.9
4907,Couscous nord-africain au tempeh,['Dîner'],['Inspiré'],Fusion/Monde,10.0,24.0,4,5,"Dans un bol, mélanger 80 ml d'eau, la sauce soja, le miel, 7,5 ml de poudre de curry, l'ail, le jus de citron et l'arôme de fumée liquide jusqu'à obtenir une marinade lisse. Ajouter le tempeh et bien l'enrober. Laisser mariner 20 minutes en le retournant fréquemment. Dans une casserole à couvercle hermétique, porter à ébullition le bouillon de légumes, 15 ml d'huile d'olive, 32,5 ml de poudre de curry et du sel. Ajouter le couscous, couvrir et retirer du feu. Laisser reposer 5 minutes. Égrainer le couscous à la fourchette. Dans une poêle, faire chauffer 30 ml d'huile d'olive à feu moyen-vif. Ajouter le tempeh et sa marinade. Faire dorer le tempeh environ 5 minutes, de l'autre côté. Retirer le tempeh de la poêle. Dans la même poêle, verser 15 ml d'huile d'olive et faire revenir l'oignon environ 4 minutes, jusqu'à ce qu'il soit parfumé et doré. Ajouter les pois chiches et l'eau, et poursuivre la cuisson en remuant. Utilisez une cuillère en bois pour défaire les sucs de cuisson dans la poêle, pendant 3 à 4 minutes. Baissez le feu. Incorporez le couscous au mélange d'oignons, ajoutez le tempeh et parsemez de menthe. Laissez cuire en remuant jusqu'à ce que le tout soit bien chaud, pendant 2 à 3 minutes.","['réduire', 'fumer', 'bouillir']","['casserole', 'poêle']",https://www.allrecipes.com/recipe/256676/north-african-couscous-with-tempeh/,650 kcal,"""{""""Carbohydrates"""": """"90 g"""", """"Cholesterol"""": """""""", """"Fiber"""": """"10 g"""", """"Protein"""": """"25 g"""", """"Saturated Fat"""": """"4 g"""", """"Sodium"""": """"2298 mg"""", """"Sugar"""": """"7 g"""", """"Fat"""": """"22 g"""", """"Unsaturated Fat"""": """"0 g""""}""",35.27
4908,Légumes sautés au sésame et riz,['Dîner'],['Monde'],Fusion/Monde,10.0,25.0,4,2,"Préchauffez le four à 175 °C (thermostat 6). Dans une casserole, mélangez le bouillon, le riz et la margarine. Couvrez et portez à ébullition à feu vif. Baissez le feu et laissez mijoter 15 minutes, ou jusqu'à ce que tout le liquide soit absorbé. Étalez les graines de sésame sur une petite plaque de cuisson et faites-les griller au four préchauffé pendant 5 à 6 minutes, ou jusqu'à ce qu'elles soient dorées. Réservez. Pendant ce temps, faites chauffer l'huile d'arachide dans une grande poêle ou un wok à feu moyen-vif jusqu'à ce qu'elle soit très chaude. Ajoutez les asperges, le poivron, l'oignon, les champignons, le gingembre et l'ail et faites sauter pendant 4 à 5 minutes, ou jusqu'à ce que les légumes soient tendres mais encore croquants. Incorporez la sauce soja et laissez cuire 30 secondes. Retirez du feu et ajoutez l'huile de sésame et les graines de sésame grillées. Servez sur du riz.","['cuire au four', 'mijoter', 'bouillir', 'réduire', 'frire', 'sauter']","['casserole', 'wok', 'plaque de cuisson', 'poêle', 'four']",https://www.allrecipes.com/recipe/21151/stir-fried-sesame-vegetables-with-rice/,325 kcal,"""{""""Carbohydrates"""": """"43 g"""", """"Cholesterol"""": """""""", """"Fiber"""": """"4 g"""", """"Protein"""": """"7 g"""", """"Saturated Fat"""": """"2 g"""", """"Sodium"""": """"892 mg"""", """"Sugar"""": """"6 g"""", """"Fat"""": """"15 g"""", """"Unsaturated Fat"""": """"0 g""""}""",37.59
4909,Poulet teriyaki grillé facile,['Dîner'],['Monde'],Fusion/Monde,15.0,15.0,4,4,"Dans un bol, fouettez la sauce teriyaki, le jus de citron, l'ail et l'huile de sésame. Versez le tout dans un sac de congélation refermable. Ajoutez le poulet, enrobez-le de marinade, chassez l'air et fermez le sac. Laissez mariner au réfrigérateur pendant au moins 1 heure, voire toute une nuit, en retournant le poulet de temps en temps. Préchauffez un barbecue à feu vif et huilez légèrement la grille. Retirez le poulet de la marinade et égouttez-le. Jetez le reste de la marinade. Faites cuire le poulet sur le barbecue préchauffé jusqu'à ce qu'il ne soit plus rosé à cœur et que le jus soit clair, soit 6 à 8 minutes de chaque côté. La température à cœur, mesurée à l'aide d'un thermomètre à lecture instantanée, doit atteindre au moins 74 °C (165 °F).",['gril'],"['fouet', 'thermomètre', 'grill']",https://www.allrecipes.com/recipe/17784/easy-grilled-chicken-teriyaki/,240 kcal,"""{""""Carbohydrates"""": """"17 g"""", """"Cholesterol"""": """"67 mg"""", """"Fiber"""": """"0 g"""", """"Protein"""": """"25 g"""", """"Saturated Fat"""": """"1 g"""", """"Sodium"""": """"691 mg"""", """"Sugar"""": """"11 g"""", """"Fat"""": """"8 g"""", """"Unsaturated Fat"""": """"0 g""""}""",22.41
